Filename: C:\Users\japan\OneDrive - University of Twente\Documenten\Extraction and Dissemination\photogrammetry_project\images\ortho.tif
ROI: Built-up [Red] 3392 points

Basic Stats	  Min	  Max	      Mean	    Stdev
     Band 1	   75	  236	180.775943	45.100771
     Band 2	   91	  225	168.137677	37.759513
     Band 3	   96	  215	156.856132	35.138139

Histogram  	   DN	   Npts	  Total	 Percent	 Acc Pct
           	  165	      1	   3544	  0.0269	 95.2944
           	  166	      5	   3549	  0.1344	 95.4289
           	  167	      1	   3550	  0.0269	 95.4558
           	  168	      3	   3553	  0.0807	 95.5364
           	  169	      6	   3559	  0.1613	 95.6978
           	  170	      2	   3561	  0.0538	 95.7515
           	  171	      1	   3562	  0.0269	 95.7784
           	  172	      2	   3564	  0.0538	 95.8322
           	  173	      2	   3566	  0.0538	 95.8860
           	  174	      2	   3568	  0.0538	 95.9398
           	  175	      6	   3574	  0.1613	 96.1011
           	  176	      2	   3576	  0.0538	 96.1549
           	  177	      4	   3580	  0.1076	 96.2624
           	  178	      3	   3583	  0.0807	 96.3431
           	  179	      3	   3586	  0.0807	 96.4238
           	  180	      0	   3586	  0.0000	 96.4238
           	  181	      5	   3591	  0.1344	 96.5582
           	  182	      2	   3593	  0.0538	 96.6120
           	  183	      1	   3594	  0.0269	 96.6389
           	  184	      4	   3598	  0.1076	 96.7464
           	  185	      4	   3602	  0.1076	 96.8540
           	  186	      3	   3605	  0.0807	 96.9347
           	  187	      3	   3608	  0.0807	 97.0153
           	  188	      7	   3615	  0.1882	 97.2035
           	  189	      3	   3618	  0.0807	 97.2842
           	  190	      1	   3619	  0.0269	 97.3111
           	  191	      4	   3623	  0.1076	 97.4187
           	  192	      4	   3627	  0.1076	 97.5262
           	  193	      4	   3631	  0.1076	 97.6338
           	  194	      5	   3636	  0.1344	 97.7682
           	  195	      3	   3639	  0.0807	 97.8489
           	  196	      3	   3642	  0.0807	 97.9296
           	  197	      3	   3645	  0.0807	 98.0102
           	  198	      3	   3648	  0.0807	 98.0909
           	  199	      6	   3654	  0.1613	 98.2522
           	  200	      3	   3657	  0.0807	 98.3329
           	  201	      2	   3659	  0.0538	 98.3867
           	  202	      3	   3662	  0.0807	 98.4673
           	  203	      7	   3669	  0.1882	 98.6556
           	  204	      4	   3673	  0.1076	 98.7631
           	  205	      2	   3675	  0.0538	 98.8169
           	  206	      3	   3678	  0.0807	 98.8976
           	  207	      1	   3679	  0.0269	 98.9244
           	  208	      4	   3683	  0.1076	 99.0320
           	  209	      4	   3687	  0.1076	 99.1396
           	  210	      2	   3689	  0.0538	 99.1933
           	  211	      3	   3692	  0.0807	 99.2740
           	  212	      3	   3695	  0.0807	 99.3547
           	  213	      3	   3698	  0.0807	 99.4353
           	  214	      3	   3701	  0.0807	 99.5160
           	  215	      2	   3703	  0.0538	 99.5698
           	  216	      0	   3703	  0.0000	 99.5698
           	  217	      1	   3704	  0.0269	 99.5967
           	  218	      1	   3705	  0.0269	 99.6236
           	  219	      1	   3706	  0.0269	 99.6504
           	  220	      1	   3707	  0.0269	 99.6773
           	  221	      0	   3707	  0.0000	 99.6773
           	  222	      3	   3710	  0.0807	 99.7580
           	  223	      1	   3711	  0.0269	 99.7849
           	  224	      0	   3711	  0.0000	 99.7849
           	  225	      1	   3712	  0.0269	 99.8118
           	  226	      2	   3714	  0.0538	 99.8656
           	  227	      1	   3715	  0.0269	 99.8924
           	  228	      0	   3715	  0.0000	 99.8924
           	  229	      1	   3716	  0.0269	 99.9193
           	  230	      2	   3718	  0.0538	 99.9731
           	  231	      1	   3719	  0.0269	100.0000

Histogram  	   DN	   Npts	  Total	 Percent	 Acc Pct
Band 2     	   53	      1	      1	  0.0269	  0.0269
           	   54	      0	      1	  0.0000	  0.0269
           	   55	      1	      2	  0.0269	  0.0538
           	   56	      1	      3	  0.0269	  0.0807
           	   57	      2	      5	  0.0538	  0.1344
           	   58	      1	      6	  0.0269	  0.1613
           	   59	      2	      8	  0.0538	  0.2151
           	   60	      3	     11	  0.0807	  0.2958
           	   61	      4	     15	  0.1076	  0.4033
           	   62	      3	     18	  0.0807	  0.4840
           	   63	      6	     24	  0.1613	  0.6453
           	   64	      1	     25	  0.0269	  0.6722
           	   65	      9	     34	  0.2420	  0.9142
           	   66	      7	     41	  0.1882	  1.1024
           	   67	      8	     49	  0.2151	  1.3176
           	   68	     10	     59	  0.2689	  1.5864
           	   69	      7	     66	  0.1882	  1.7747
           	   70	     12	     78	  0.3227	  2.0973
           	   71	      9	     87	  0.2420	  2.3393
           	   72	     10	     97	  0.2689	  2.6082
           	   73	     10	    107	  0.2689	  2.8771
           	   74	     12	    119	  0.3227	  3.1998
           	   75	     16	    135	  0.4302	  3.6300
           	   76	     16	    151	  0.4302	  4.0602
           	   77	     17	    168	  0.4571	  4.5173
           	   78	     22	    190	  0.5916	  5.1089
           	   79	     15	    205	  0.4033	  5.5122
           	   80	     18	    223	  0.4840	  5.9962
           	   81	     11	    234	  0.2958	  6.2920
           	   82	     11	    245	  0.2958	  6.5878
           	   83	      9	    254	  0.2420	  6.8298
           	   84	     13	    267	  0.3496	  7.1793
           	   85	      3	    270	  0.0807	  7.2600
           	   86	      2	    272	  0.0538	  7.3138
           	   87	     11	    283	  0.2958	  7.6096
           	   88	      9	    292	  0.2420	  7.8516
           	   89	     10	    302	  0.2689	  8.1205
           	   90	     12	    314	  0.3227	  8.4431
           	   91	     14	    328	  0.3764	  8.8196
           	   92	      4	    332	  0.1076	  8.9271
           	   93	     10	    342	  0.2689	  9.1960
           	   94	     13	    355	  0.3496	  9.5456
           	   95	      7	    362	  0.1882	  9.7338
           	   96	      8	    370	  0.2151	  9.9489
           	   97	     12	    382	  0.3227	 10.2716
           	   98	      4	    386	  0.1076	 10.3791
           	   99	     16	    402	  0.4302	 10.8094
           	  100	     10	    412	  0.2689	 11.0782
           	  101	     16	    428	  0.4302	 11.5085
           	  102	     15	    443	  0.4033	 11.9118
           	  103	     18	    461	  0.4840	 12.3958
           	  104	     22	    483	  0.5916	 12.9874
           	  105	     22	    505	  0.5916	 13.5789
           	  106	     40	    545	  1.0756	 14.6545
           	  107	     47	    592	  1.2638	 15.9183
           	  108	     50	    642	  1.3444	 17.2627
           	  109	     50	    692	  1.3444	 18.6072
           	  110	     45	    737	  1.2100	 19.8172
           	  111	     33	    770	  0.8873	 20.7045
           	  112	     43	    813	  1.1562	 21.8607
           	  113	     37	    850	  0.9949	 22.8556
           	  114	     43	    893	  1.1562	 24.0118
           	  115	     38	    931	  1.0218	 25.0336
           	  116	     36	    967	  0.9680	 26.0016
           	  117	     36	   1003	  0.9680	 26.9696
           	  118	     47	   1050	  1.2638	 28.2334
           	  119	     38	   1088	  1.0218	 29.2552
           	  120	     31	   1119	  0.8336	 30.0887
           	  121	     38	   1157	  1.0218	 31.1105
           	  122	     31	   1188	  0.8336	 31.9441
           	  123	     20	   1208	  0.5378	 32.4818
           	  124	     27	   1235	  0.7260	 33.2079
           	  125	     36	   1271	  0.9680	 34.1759
           	  126	     24	   1295	  0.6453	 34.8212
           	  127	     22	   1317	  0.5916	 35.4127
           	  128	     19	   1336	  0.5109	 35.9236
           	  129	     23	   1359	  0.6184	 36.5421
           	  130	     18	   1377	  0.4840	 37.0261
           	  131	     25	   1402	  0.6722	 37.6983
           	  132	     25	   1427	  0.6722	 38.3705
           	  133	     32	   1459	  0.8604	 39.2310
           	  134	     50	   1509	  1.3444	 40.5754
           	  135	     78	   1587	  2.0973	 42.6728
           	  136	     95	   1682	  2.5545	 45.2272
           	  137	    115	   1797	  3.0922	 48.3194
           	  138	    152	   1949	  4.0871	 52.4066
           	  139	    176	   2125	  4.7325	 57.1390
           	  140	    174	   2299	  4.6787	 61.8177
           	  141	    188	   2487	  5.0551	 66.8728
           	  142	    179	   2666	  4.8131	 71.6859
           	  143	    164	   2830	  4.4098	 76.0957
           	  144	    137	   2967	  3.6838	 79.7795
           	  145	     94	   3061	  2.5276	 82.3071
           	  146	     93	   3154	  2.5007	 84.8077
           	  147	     70	   3224	  1.8822	 86.6900
           	  148	     47	   3271	  1.2638	 87.9538
           	  149	     48	   3319	  1.2907	 89.2444
           	  150	     47	   3366	  1.2638	 90.5082
           	  151	     30	   3396	  0.8067	 91.3149
           	  152	     25	   3421	  0.6722	 91.9871
           	  153	     25	   3446	  0.6722	 92.6593
           	  154	      9	   3455	  0.2420	 92.9013
           	  155	     21	   3476	  0.5647	 93.4660
           	  156	     10	   3486	  0.2689	 93.7349
           	  157	     10	   3496	  0.2689	 94.0038
           	  158	     13	   3509	  0.3496	 94.3533
           	  159	      9	   3518	  0.2420	 94.5953
           	  160	     10	   3528	  0.2689	 94.8642
           	  161	     11	   3539	  0.2958	 95.1600
           	  162	      9	   3548	  0.2420	 95.4020
           	  163	     10	   3558	  0.2689	 95.6709
           	  164	      4	   3562	  0.1076	 95.7784
           	  165	      4	   3566	  0.1076	 95.8860
           	  166	      4	   3570	  0.1076	 95.9935
           	  167	      4	   3574	  0.1076	 96.1011
           	  168	      2	   3576	  0.0538	 96.1549
           	  169	      6	   3582	  0.1613	 96.3162
           	  170	      2	   3584	  0.0538	 96.3700
           	  171	      2	   3586	  0.0538	 96.4238
           	  172	      3	   3589	  0.0807	 96.5044
           	  173	      3	   3592	  0.0807	 96.5851
           	  174	      3	   3595	  0.0807	 96.6658
           	  175	      3	   3598	  0.0807	 96.7464
           	  176	      6	   3604	  0.1613	 96.9078
           	  177	      2	   3606	  0.0538	 96.9615
           	  178	      3	   3609	  0.0807	 97.0422
           	  179	      4	   3613	  0.1076	 97.1498
           	  180	      6	   3619	  0.1613	 97.3111
           	  181	      7	   3626	  0.1882	 97.4993
           	  182	      1	   3627	  0.0269	 97.5262
           	  183	      1	   3628	  0.0269	 97.5531
           	  184	      1	   3629	  0.0269	 97.5800
           	  185	      3	   3632	  0.0807	 97.6607
           	  186	      3	   3635	  0.0807	 97.7413
           	  187	     11	   3646	  0.2958	 98.0371
           	  188	      6	   3652	  0.1613	 98.1984
           	  189	      2	   3654	  0.0538	 98.2522
           	  190	      5	   3659	  0.1344	 98.3867
           	  191	      4	   3663	  0.1076	 98.4942
           	  192	      4	   3667	  0.1076	 98.6018
           	  193	      0	   3667	  0.0000	 98.6018
           	  194	      2	   3669	  0.0538	 98.6556
           	  195	      5	   3674	  0.1344	 98.7900
           	  196	      3	   3677	  0.0807	 98.8707
           	  197	      4	   3681	  0.1076	 98.9782
           	  198	      4	   3685	  0.1076	 99.0858
           	  199	      5	   3690	  0.1344	 99.2202
           	  200	      2	   3692	  0.0538	 99.2740
           	  201	      2	   3694	  0.0538	 99.3278
           	  202	      1	   3695	  0.0269	 99.3547
           	  203	      4	   3699	  0.1076	 99.4622
           	  204	      2	   3701	  0.0538	 99.5160
           	  205	      4	   3705	  0.1076	 99.6236
           	  206	      0	   3705	  0.0000	 99.6236
           	  207	      0	   3705	  0.0000	 99.6236
           	  208	      0	   3705	  0.0000	 99.6236
           	  209	      1	   3706	  0.0269	 99.6504
           	  210	      5	   3711	  0.1344	 99.7849
           	  211	      2	   3713	  0.0538	 99.8387
           	  212	      1	   3714	  0.0269	 99.8656
           	  213	      0	   3714	  0.0000	 99.8656
           	  214	      1	   3715	  0.0269	 99.8924
           	  215	      1	   3716	  0.0269	 99.9193
           	  216	      0	   3716	  0.0000	 99.9193
           	  217	      1	   3717	  0.0269	 99.9462
           	  218	      1	   3718	  0.0269	 99.9731
           	  219	      0	   3718	  0.0000	 99.9731
           	  220	      1	   3719	  0.0269	100.0000

Histogram  	   DN	   Npts	  Total	 Percent	 Acc Pct
Band 3     	   24	      1	      1	  0.0269	  0.0269
           	   25	      0	      1	  0.0000	  0.0269
           	   26	      0	      1	  0.0000	  0.0269
           	   27	      0	      1	  0.0000	  0.0269
           	   28	      0	      1	  0.0000	  0.0269
           	   29	      0	      1	  0.0000	  0.0269
           	   30	      0	      1	  0.0000	  0.0269
           	   31	      0	      1	  0.0000	  0.0269
           	   32	      0	      1	  0.0000	  0.0269
           	   33	      2	      3	  0.0538	  0.0807
           	   34	      0	      3	  0.0000	  0.0807
           	   35	      0	      3	  0.0000	  0.0807
           	   36	      1	      4	  0.0269	  0.1076
           	   37	      0	      4	  0.0000	  0.1076
           	   38	      1	      5	  0.0269	  0.1344
           	   39	      0	      5	  0.0000	  0.1344
           	   40	      2	      7	  0.0538	  0.1882
           	   41	      0	      7	  0.0000	  0.1882
           	   42	      0	      7	  0.0000	  0.1882
           	   43	      6	     13	  0.1613	  0.3496
           	   44	      5	     18	  0.1344	  0.4840
           	   45	      5	     23	  0.1344	  0.6184
           	   46	      4	     27	  0.1076	  0.7260
           	   47	      6	     33	  0.1613	  0.8873
           	   48	      8	     41	  0.2151	  1.1024
           	   49	      3	     44	  0.0807	  1.1831
           	   50	     12	     56	  0.3227	  1.5058
           	   51	      7	     63	  0.1882	  1.6940
           	   52	      7	     70	  0.1882	  1.8822
           	   53	     14	     84	  0.3764	  2.2587
           	   54	      8	     92	  0.2151	  2.4738
           	   55	     14	    106	  0.3764	  2.8502
           	   56	     20	    126	  0.5378	  3.3880
           	   57	     22	    148	  0.5916	  3.9796
           	   58	     20	    168	  0.5378	  4.5173
           	   59	     17	    185	  0.4571	  4.9745
           	   60	     18	    203	  0.4840	  5.4585
           	   61	     26	    229	  0.6991	  6.1576
           	   62	     15	    244	  0.4033	  6.5609
           	   63	     18	    262	  0.4840	  7.0449
           	   64	      8	    270	  0.2151	  7.2600
           	   65	     17	    287	  0.4571	  7.7171
           	   66	     13	    300	  0.3496	  8.0667
           	   67	      9	    309	  0.2420	  8.3087
           	   68	      7	    316	  0.1882	  8.4969
           	   69	      7	    323	  0.1882	  8.6851
           	   70	      7	    330	  0.1882	  8.8734
           	   71	      8	    338	  0.2151	  9.0885
           	   72	     14	    352	  0.3764	  9.4649
           	   73	     10	    362	  0.2689	  9.7338
           	   74	     17	    379	  0.4571	 10.1909
           	   75	     11	    390	  0.2958	 10.4867
           	   76	     10	    400	  0.2689	 10.7556
           	   77	     14	    414	  0.3764	 11.1320
           	   78	     15	    429	  0.4033	 11.5354
           	   79	     20	    449	  0.5378	 12.0731
           	   80	     25	    474	  0.6722	 12.7454
           	   81	     41	    515	  1.1024	 13.8478
           	   82	     44	    559	  1.1831	 15.0309
           	   83	     38	    597	  1.0218	 16.0527
           	   84	     35	    632	  0.9411	 16.9938
           	   85	     37	    669	  0.9949	 17.9887
           	   86	     32	    701	  0.8604	 18.8492
           	   87	     34	    735	  0.9142	 19.7634
           	   88	     45	    780	  1.2100	 20.9734
           	   89	     38	    818	  1.0218	 21.9952
           	   90	     43	    861	  1.1562	 23.1514
           	   91	     48	    909	  1.2907	 24.4421
           	   92	     67	    976	  1.8016	 26.2436
           	   93	     55	   1031	  1.4789	 27.7225
           	   94	     73	   1104	  1.9629	 29.6854
           	   95	     64	   1168	  1.7209	 31.4063
           	   96	     59	   1227	  1.5864	 32.9927
           	   97	     69	   1296	  1.8553	 34.8481
           	   98	     77	   1373	  2.0704	 36.9185
           	   99	     69	   1442	  1.8553	 38.7739
           	  100	     75	   1517	  2.0167	 40.7905
           	  101	     84	   1601	  2.2587	 43.0492
           	  102	    107	   1708	  2.8771	 45.9263
           	  103	    101	   1809	  2.7158	 48.6421
           	  104	    126	   1935	  3.3880	 52.0301
           	  105	    155	   2090	  4.1678	 56.1979
           	  106	    148	   2238	  3.9796	 60.1775
           	  107	    161	   2399	  4.3291	 64.5066
           	  108	    148	   2547	  3.9796	 68.4862
           	  109	    138	   2685	  3.7107	 72.1968
           	  110	    129	   2814	  3.4687	 75.6655
           	  111	     96	   2910	  2.5813	 78.2468
           	  112	     79	   2989	  2.1242	 80.3711
           	  113	     66	   3055	  1.7747	 82.1457
           	  114	     72	   3127	  1.9360	 84.0817
           	  115	     45	   3172	  1.2100	 85.2917
           	  116	     46	   3218	  1.2369	 86.5286
           	  117	     45	   3263	  1.2100	 87.7386
           	  118	     29	   3292	  0.7798	 88.5184
           	  119	     20	   3312	  0.5378	 89.0562
           	  120	     23	   3335	  0.6184	 89.6746
           	  121	     17	   3352	  0.4571	 90.1318
           	  122	     22	   3374	  0.5916	 90.7233
           	  123	     19	   3393	  0.5109	 91.2342
           	  124	     18	   3411	  0.4840	 91.7182
           	  125	     20	   3431	  0.5378	 92.2560
           	  126	     11	   3442	  0.2958	 92.5518
           	  127	     19	   3461	  0.5109	 93.0627
           	  128	     13	   3474	  0.3496	 93.4122
           	  129	     18	   3492	  0.4840	 93.8962
           	  130	     12	   3504	  0.3227	 94.2189
           	  131	      7	   3511	  0.1882	 94.4071
           	  132	     13	   3524	  0.3496	 94.7567
           	  133	     10	   3534	  0.2689	 95.0255
           	  134	     18	   3552	  0.4840	 95.5095
           	  135	     15	   3567	  0.4033	 95.9129
           	  136	     15	   3582	  0.4033	 96.3162
           	  137	     20	   3602	  0.5378	 96.8540
           	  138	     13	   3615	  0.3496	 97.2035
           	  139	      8	   3623	  0.2151	 97.4187
           	  140	      7	   3630	  0.1882	 97.6069
           	  141	     13	   3643	  0.3496	 97.9564
           	  142	     11	   3654	  0.2958	 98.2522
           	  143	      8	   3662	  0.2151	 98.4673
           	  144	      2	   3664	  0.0538	 98.5211
           	  145	      8	   3672	  0.2151	 98.7362
           	  146	      2	   3674	  0.0538	 98.7900
           	  147	      5	   3679	  0.1344	 98.9244
           	  148	      5	   3684	  0.1344	 99.0589
           	  149	      2	   3686	  0.0538	 99.1127
           	  150	      0	   3686	  0.0000	 99.1127
           	  151	      1	   3687	  0.0269	 99.1396
           	  152	      2	   3689	  0.0538	 99.1933
           	  153	      5	   3694	  0.1344	 99.3278
           	  154	      3	   3697	  0.0807	 99.4084
           	  155	      1	   3698	  0.0269	 99.4353
           	  156	      2	   3700	  0.0538	 99.4891
           	  157	      3	   3703	  0.0807	 99.5698
           	  158	      2	   3705	  0.0538	 99.6236
           	  159	      0	   3705	  0.0000	 99.6236
           	  160	      1	   3706	  0.0269	 99.6504
           	  161	      2	   3708	  0.0538	 99.7042
           	  162	      3	   3711	  0.0807	 99.7849
           	  163	      0	   3711	  0.0000	 99.7849
           	  164	      2	   3713	  0.0538	 99.8387
           	  165	      0	   3713	  0.0000	 99.8387
           	  166	      1	   3714	  0.0269	 99.8656
           	  167	      1	   3715	  0.0269	 99.8924
           	  168	      1	   3716	  0.0269	 99.9193
           	  169	      0	   3716	  0.0000	 99.9193
           	  170	      1	   3717	  0.0269	 99.9462
           	  171	      0	   3717	  0.0000	 99.9462
           	  172	      1	   3718	  0.0269	 99.9731
           	  173	      0	   3718	  0.0000	 99.9731
           	  174	      0	   3718	  0.0000	 99.9731
           	  175	      0	   3718	  0.0000	 99.9731
           	  176	      0	   3718	  0.0000	 99.9731
           	  177	      0	   3718	  0.0000	 99.9731
           	  178	      0	   3718	  0.0000	 99.9731
           	  179	      0	   3718	  0.0000	 99.9731
           	  180	      0	   3718	  0.0000	 99.9731
           	  181	      0	   3718	  0.0000	 99.9731
           	  182	      0	   3718	  0.0000	 99.9731
           	  183	      0	   3718	  0.0000	 99.9731
           	  184	      0	   3718	  0.0000	 99.9731
           	  185	      1	   3719	  0.0269	100.0000

Stats for ROI: Bareland [Yellow] 3238 points
Basic Stats	  Min	  Max	      Mean	    Stdev
     Band 1	  122	  200	172.224830	10.399679
     Band 2	  112	  189	155.542928	 8.106061
     Band 3	   94	  173	136.283200	 8.110629

Histogram  	   DN	   Npts	  Total	 Percent	 Acc Pct
Band 1     	  122	      1	      1	  0.0309	  0.0309
           	  123	      0	      1	  0.0000	  0.0309
           	  124	      0	      1	  0.0000	  0.0309
           	  125	      0	      1	  0.0000	  0.0309
           	  126	      0	      1	  0.0000	  0.0309
           	  127	      0	      1	  0.0000	  0.0309
           	  128	      0	      1	  0.0000	  0.0309
           	  129	      0	      1	  0.0000	  0.0309
           	  130	      2	      3	  0.0618	  0.0926
           	  131	      0	      3	  0.0000	  0.0926
           	  132	      0	      3	  0.0000	  0.0926
           	  133	      0	      3	  0.0000	  0.0926
           	  134	      3	      6	  0.0926	  0.1853
           	  135	      1	      7	  0.0309	  0.2162
           	  136	      3	     10	  0.0926	  0.3088
           	  137	      3	     13	  0.0926	  0.4015
           	  138	      4	     17	  0.1235	  0.5250
           	  139	      1	     18	  0.0309	  0.5559
           	  140	      0	     18	  0.0000	  0.5559
           	  141	      4	     22	  0.1235	  0.6794
           	  142	      3	     25	  0.0926	  0.7721
           	  143	      4	     29	  0.1235	  0.8956
           	  144	      4	     33	  0.1235	  1.0191
           	  145	      5	     38	  0.1544	  1.1736
           	  146	      6	     44	  0.1853	  1.3589
           	  147	     12	     56	  0.3706	  1.7295
           	  148	     15	     71	  0.4632	  2.1927
           	  149	     10	     81	  0.3088	  2.5015
           	  150	      7	     88	  0.2162	  2.7177
           	  151	     13	    101	  0.4015	  3.1192
           	  152	     24	    125	  0.7412	  3.8604
           	  153	     35	    160	  1.0809	  4.9413
           	  154	     30	    190	  0.9265	  5.8678
           	  155	     35	    225	  1.0809	  6.9487
           	  156	     36	    261	  1.1118	  8.0605
           	  157	     53	    314	  1.6368	  9.6973
           	  158	     57	    371	  1.7603	 11.4577
           	  159	     45	    416	  1.3897	 12.8474
           	  160	     64	    480	  1.9765	 14.8240
           	  161	     61	    541	  1.8839	 16.7078
           	  162	     83	    624	  2.5633	 19.2712
           	  163	    103	    727	  3.1810	 22.4521
           	  164	     71	    798	  2.1927	 24.6448
           	  165	     78	    876	  2.4089	 27.0537
           	  166	     65	    941	  2.0074	 29.0611
           	  167	     89	   1030	  2.7486	 31.8098
           	  168	     95	   1125	  2.9339	 34.7437
           	  169	     89	   1214	  2.7486	 37.4923
           	  170	     81	   1295	  2.5015	 39.9938
           	  171	     77	   1372	  2.3780	 42.3718
           	  172	     77	   1449	  2.3780	 44.7498
           	  173	     95	   1544	  2.9339	 47.6838
           	  174	     78	   1622	  2.4089	 50.0926
           	  175	     70	   1692	  2.1618	 52.2545
           	  176	     70	   1762	  2.1618	 54.4163
           	  177	     94	   1856	  2.9030	 57.3193
           	  178	    104	   1960	  3.2119	 60.5312
           	  179	    182	   2142	  5.6208	 66.1519
           	  180	    230	   2372	  7.1032	 73.2551
           	  181	    258	   2630	  7.9679	 81.2230
           	  182	    190	   2820	  5.8678	 87.0908
           	  183	    167	   2987	  5.1575	 92.2483
           	  184	    118	   3105	  3.6442	 95.8925
           	  185	     40	   3145	  1.2353	 97.1279
           	  186	     24	   3169	  0.7412	 97.8691
           	  187	     20	   3189	  0.6177	 98.4867
           	  188	     15	   3204	  0.4632	 98.9500
           	  189	      7	   3211	  0.2162	 99.1662
           	  190	      4	   3215	  0.1235	 99.2897
           	  191	      4	   3219	  0.1235	 99.4132
           	  192	      6	   3225	  0.1853	 99.5985
           	  193	      3	   3228	  0.0926	 99.6912
           	  194	      3	   3231	  0.0926	 99.7838
           	  195	      1	   3232	  0.0309	 99.8147
           	  196	      4	   3236	  0.1235	 99.9382
           	  197	      0	   3236	  0.0000	 99.9382
           	  198	      0	   3236	  0.0000	 99.9382
           	  199	      1	   3237	  0.0309	 99.9691
           	  200	      1	   3238	  0.0309	100.0000

Histogram  	   DN	   Npts	  Total	 Percent	 Acc Pct
Band 2     	  112	      1	      1	  0.0309	  0.0309
           	  113	      0	      1	  0.0000	  0.0309
           	  114	      0	      1	  0.0000	  0.0309
           	  115	      0	      1	  0.0000	  0.0309
           	  116	      0	      1	  0.0000	  0.0309
           	  117	      0	      1	  0.0000	  0.0309
           	  118	      0	      1	  0.0000	  0.0309
           	  119	      1	      2	  0.0309	  0.0618
           	  120	      1	      3	  0.0309	  0.0926
           	  121	      0	      3	  0.0000	  0.0926
           	  122	      1	      4	  0.0309	  0.1235
           	  123	      1	      5	  0.0309	  0.1544
           	  124	      2	      7	  0.0618	  0.2162
           	  125	      2	      9	  0.0618	  0.2779
           	  126	      4	     13	  0.1235	  0.4015
           	  127	      3	     16	  0.0926	  0.4941
           	  128	      2	     18	  0.0618	  0.5559
           	  129	      2	     20	  0.0618	  0.6177
           	  130	      5	     25	  0.1544	  0.7721
           	  131	      1	     26	  0.0309	  0.8030
           	  132	     10	     36	  0.3088	  1.1118
           	  133	      6	     42	  0.1853	  1.2971
           	  134	      7	     49	  0.2162	  1.5133
           	  135	      8	     57	  0.2471	  1.7603
           	  136	     12	     69	  0.3706	  2.1309
           	  137	     20	     89	  0.6177	  2.7486
           	  138	     25	    114	  0.7721	  3.5207
           	  139	     19	    133	  0.5868	  4.1075
           	  140	     30	    163	  0.9265	  5.0340
           	  141	     36	    199	  1.1118	  6.1458
           	  142	     37	    236	  1.1427	  7.2884
           	  143	     51	    287	  1.5750	  8.8635
           	  144	     53	    340	  1.6368	 10.5003
           	  145	     51	    391	  1.5750	 12.0754
           	  146	     62	    453	  1.9148	 13.9901
           	  147	     51	    504	  1.5750	 15.5652
           	  148	     76	    580	  2.3471	 17.9123
           	  149	     67	    647	  2.0692	 19.9815
           	  150	     88	    735	  2.7177	 22.6992
           	  151	     91	    826	  2.8104	 25.5096
           	  152	     76	    902	  2.3471	 27.8567
           	  153	     86	    988	  2.6560	 30.5127
           	  154	    102	   1090	  3.1501	 33.6628
           	  155	    137	   1227	  4.2310	 37.8938
           	  156	    170	   1397	  5.2502	 43.1439
           	  157	    260	   1657	  8.0296	 51.1736
           	  158	    380	   2037	 11.7356	 62.9092
           	  159	    301	   2338	  9.2959	 72.2051
           	  160	    252	   2590	  7.7826	 79.9876
           	  161	    132	   2722	  4.0766	 84.0642
           	  162	    118	   2840	  3.6442	 87.7085
           	  163	     78	   2918	  2.4089	 90.1174
           	  164	     60	   2978	  1.8530	 91.9704
           	  165	     44	   3022	  1.3589	 93.3292
           	  166	     36	   3058	  1.1118	 94.4410
           	  167	     29	   3087	  0.8956	 95.3366
           	  168	     26	   3113	  0.8030	 96.1396
           	  169	     19	   3132	  0.5868	 96.7264
           	  170	     24	   3156	  0.7412	 97.4676
           	  171	     14	   3170	  0.4324	 97.8999
           	  172	     12	   3182	  0.3706	 98.2705
           	  173	     12	   3194	  0.3706	 98.6411
           	  174	      7	   3201	  0.2162	 98.8573
           	  175	     13	   3214	  0.4015	 99.2588
           	  176	      5	   3219	  0.1544	 99.4132
           	  177	      2	   3221	  0.0618	 99.4750
           	  178	      4	   3225	  0.1235	 99.5985
           	  179	      1	   3226	  0.0309	 99.6294
           	  180	      4	   3230	  0.1235	 99.7529
           	  181	      3	   3233	  0.0926	 99.8456
           	  182	      4	   3237	  0.1235	 99.9691
           	  183	      0	   3237	  0.0000	 99.9691
           	  184	      0	   3237	  0.0000	 99.9691
           	  185	      0	   3237	  0.0000	 99.9691
           	  186	      0	   3237	  0.0000	 99.9691
           	  187	      0	   3237	  0.0000	 99.9691
           	  188	      0	   3237	  0.0000	 99.9691
           	  189	      1	   3238	  0.0309	100.0000

Histogram  	   DN	   Npts	  Total	 Percent	 Acc Pct
Band 3     	   94	      1	      1	  0.0309	  0.0309
           	   95	      0	      1	  0.0000	  0.0309
           	   96	      0	      1	  0.0000	  0.0309
           	   97	      0	      1	  0.0000	  0.0309
           	   98	      0	      1	  0.0000	  0.0309
           	   99	      0	      1	  0.0000	  0.0309
           	  100	      0	      1	  0.0000	  0.0309
           	  101	      0	      1	  0.0000	  0.0309
           	  102	      0	      1	  0.0000	  0.0309
           	  103	      2	      3	  0.0618	  0.0926
           	  104	      2	      5	  0.0618	  0.1544
           	  105	      2	      7	  0.0618	  0.2162
           	  106	      1	      8	  0.0309	  0.2471
           	  107	      1	      9	  0.0309	  0.2779
           	  108	      2	     11	  0.0618	  0.3397
           	  109	      5	     16	  0.1544	  0.4941
           	  110	      4	     20	  0.1235	  0.6177
           	  111	      4	     24	  0.1235	  0.7412
